OBJECTID,坡度,剖面曲率,平面曲率,岩性,TWI,降雨,NDVI,距河流距离,距断层距离,斜坡单元,斜坡结构,灾害类别
1459850,5,6,4,2,5,3,6,5,3,1,4,0
3509051,3,6,6,3,2,8,9,1,2,24,3,0
1704331,6,6,6,3,2,2,8,3,1,77,5,0
3050442,3,6,5,3,4,5,9,2,1,42,4,0
1495737,3,5,6,2,3,4,8,4,2,1,1,0
2072486,9,6,6,3,2,5,8,1,2,58,4,0
1006356,6,5,6,6,3,4,8,1,1,113,5,0
3096606,2,5,6,3,2,6,7,2,1,19,4,0
1365337,4,6,5,4,2,2,9,3,2,86,5,0
2305522,1,6,5,3,4,8,7,1,4,56,1,0
358745,3,6,6,2,7,1,9,5,5,97,4,0
394257,3,7,4,2,2,1,4,4,4,107,4,0
2881420,6,5,6,3,3,3,8,3,1,34,1,0
1582352,6,4,7,2,1,3,8,5,1,4,4,0
3314579,2,3,6,3,1,6,8,1,2,0,0,0
1043733,2,6,5,6,5,2,2,1,1,113,5,0
2203519,1,5,5,3,2,2,9,3,3,57,4,0
3556060,3,5,7,3,3,7,8,1,1,43,4,0
1930153,7,6,5,3,6,7,8,3,3,73,4,0
2380766,2,7,5,2,4,7,9,1,4,52,5,0
3118661,4,5,5,3,4,5,8,2,1,37,4,0
871464,7,6,5,1,5,2,8,1,1,93,4,0
1456677,1,6,6,2,6,1,5,3,1,3,4,0
2390143,7,7,6,2,8,8,7,1,5,0,0,0
2694646,5,6,6,3,2,5,8,2,1,45,5,0
115724,4,7,5,4,6,2,0,2,5,107,4,0
3442986,1,6,4,3,2,5,7,2,1,23,4,0
219404,2,6,6,2,2,2,8,5,5,107,4,0
1224655,5,6,4,2,4,2,1,5,1,86,5,0
2599297,9,3,6,3,3,6,9,2,2,32,4,0
2802254,4,5,7,3,2,4,6,5,2,19,4,0
2122287,5,6,7,3,7,5,8,2,2,58,4,0
2766535,8,6,6,3,7,4,9,4,1,47,1,0
2496269,7,6,5,3,4,6,8,3,2,12,4,0
3416577,7,4,7,3,1,5,9,4,1,20,4,0
1990339,6,6,4,3,5,6,7,1,1,71,4,0
1539251,5,4,7,2,5,3,9,5,2,5,4,0
1061556,4,6,5,2,3,2,7,2,1,90,1,0
1117746,4,6,6,2,4,2,7,3,2,88,4,0
3218859,2,5,6,3,1,7,9,4,2,22,4,0
89916,3,6,4,1,3,2,7,1,5,106,4,0
104623,8,7,5,2,1,1,7,1,5,106,4,0
1056,4,6,5,2,6,1,7,5,5,107,1,0
855399,5,5,6,4,5,1,6,1,1,93,4,0
3307472,2,5,6,3,4,6,8,1,1,20,4,0
1243775,1,6,6,2,2,1,6,3,2,87,1,0
553284,6,5,7,2,5,3,8,1,4,96,4,0
82113,4,5,6,2,8,2,6,1,5,106,4,0
3180015,3,7,6,3,2,5,9,1,1,23,4,0
2589276,8,5,6,3,7,5,9,2,2,12,4,0
3494831,5,5,5,3,6,8,8,2,1,20,4,0
635865,4,6,6,2,4,1,7,2,2,94,4,0
1174322,4,6,5,2,6,2,6,4,3,86,4,0
760217,2,4,5,2,5,2,7,3,2,94,4,0
851839,3,5,6,4,3,1,7,1,1,93,4,0
1380967,4,5,6,2,3,3,6,5,2,1,4,0
2272928,7,7,6,3,6,6,8,5,1,58,4,0
129231,2,6,5,1,3,2,7,5,5,107,4,0
3356934,1,6,6,3,1,6,6,1,1,20,4,0
3133722,1,5,6,3,1,4,5,1,1,19,4,0
639393,2,6,5,2,2,1,6,3,1,96,4,0
2268506,6,7,3,3,6,7,9,4,2,57,4,0
41800,7,6,6,1,1,1,9,5,5,107,1,0
1186566,7,7,5,2,3,3,1,3,1,86,4,0
229532,6,6,6,2,2,2,7,4,5,107,4,0
705389,1,5,5,1,1,1,7,2,2,94,4,0
736320,6,5,5,4,1,1,9,1,2,94,4,0
1788150,1,5,6,3,5,1,6,1,3,77,5,0
72326,6,5,6,1,5,1,9,1,5,106,4,0
3565707,2,6,6,3,5,6,8,2,4,43,4,0
1319432,6,4,7,4,8,1,8,5,2,86,5,0
2930942,4,5,5,3,5,3,8,1,1,19,4,0
3492453,2,6,5,3,3,8,8,2,1,119,1,0
1660309,3,5,4,3,2,2,7,1,3,80,1,0
1178083,5,7,5,2,4,2,7,2,3,86,4,0
2489543,7,5,6,3,6,7,7,3,3,50,4,0
2314138,4,6,5,3,4,4,9,2,3,70,4,0
3499590,2,6,6,3,3,7,5,5,2,119,1,0
1427065,4,6,5,2,4,4,7,5,3,1,4,0
1948967,3,5,7,3,6,6,9,3,3,73,4,0
2539968,5,6,5,3,1,4,6,3,2,10,5,0
3040804,2,6,5,3,4,4,8,2,2,19,4,0
3599144,4,5,6,3,3,8,7,1,4,25,4,0
1379557,3,6,5,2,6,4,5,5,2,1,4,0
3553220,3,5,6,3,2,7,9,2,2,24,3,0
2425696,7,6,6,3,4,8,9,1,5,0,0,0
1274754,1,4,7,4,4,1,8,3,3,86,5,0
1861441,4,4,6,3,4,2,7,4,3,75,4,0
3084901,2,5,6,3,3,7,9,2,1,23,4,0
1896242,4,5,6,3,6,2,9,5,3,73,4,0
832571,8,6,4,4,5,1,8,1,1,93,4,0
2566109,3,4,6,3,2,5,8,3,2,32,4,0
202687,4,5,5,2,2,3,7,1,5,107,1,0
1868544,6,5,6,3,2,2,5,2,3,110,4,0
1642720,5,5,6,2,2,2,8,5,1,4,1,0
2056778,5,6,7,3,4,5,5,1,3,71,4,0
2908540,2,6,5,3,5,4,9,1,1,28,4,0
222980,3,5,6,2,7,2,7,5,4,107,4,0
135955,2,6,6,1,3,2,3,1,5,107,4,0
2516795,7,5,5,3,8,4,8,4,3,10,5,0
778178,3,5,7,2,2,2,6,3,3,94,4,0
2300588,3,7,5,3,6,8,7,4,1,57,4,0
3310557,2,6,6,3,2,6,8,5,2,118,3,0
1091410,4,5,6,2,3,2,8,3,2,114,4,0
902483,3,6,4,6,3,3,8,3,1,91,1,0
2977466,2,6,5,3,4,5,9,3,2,34,1,0
1947346,7,5,6,3,3,6,9,4,3,73,4,0
532776,4,6,5,2,3,3,8,2,3,97,4,0
2609237,8,7,6,3,5,5,8,3,2,45,5,0
1475817,6,5,7,2,2,2,7,5,2,3,4,0
995203,6,5,5,6,2,3,6,1,1,91,4,0
2447498,4,6,5,3,4,5,9,2,5,10,5,0
500184,3,6,5,2,4,3,5,2,4,97,4,0
1331594,6,6,5,2,5,2,8,2,3,86,5,0
2449544,4,6,6,3,6,6,9,2,4,10,5,0
1652975,5,6,5,2,3,2,4,5,1,4,1,0
2949715,3,6,6,3,2,3,4,3,2,34,1,0
6149,5,5,6,1,8,1,7,5,5,107,1,0
1256728,3,6,6,2,6,1,6,4,1,86,5,0
265416,7,6,6,2,6,2,8,1,5,107,1,0
2723480,7,7,6,3,3,5,3,2,1,47,1,0
1267987,2,6,5,2,2,1,7,1,3,87,1,0
610922,3,5,6,2,4,1,8,1,2,94,4,0
3149390,2,6,5,3,4,4,7,2,1,14,4,0
3251579,1,6,6,3,2,6,8,1,2,20,4,0
3151029,3,5,5,3,1,4,5,2,2,41,4,0
1262140,1,5,7,2,4,1,7,1,3,87,1,0
3622059,5,6,5,0,5,5,9,-1,1,25,4,0
287641,3,5,7,2,6,2,6,2,5,107,4,0
1137046,7,6,5,2,3,3,8,3,2,86,4,0
1964605,6,4,7,3,5,7,7,3,3,71,4,0
3471889,2,6,5,3,5,7,5,2,3,21,4,0
3527346,6,6,6,3,2,7,9,2,3,20,4,0
745265,5,6,5,2,2,1,8,3,1,91,1,0
406193,3,6,7,2,4,3,9,5,4,107,4,0
1218346,7,5,6,2,2,1,7,1,3,89,4,0
1344957,6,6,5,4,6,2,8,4,2,86,5,0
424748,6,6,5,2,3,2,4,4,4,105,4,0
2413464,7,6,5,3,6,8,6,0,2,0,0,0
534919,2,7,4,2,3,3,7,5,3,96,4,0
2367803,6,7,5,3,7,5,9,2,2,54,4,0
344905,3,5,5,2,6,1,8,4,5,107,4,0
595367,5,6,6,2,4,2,5,2,3,96,4,0
474517,2,6,6,2,2,3,7,3,5,97,4,0
3407607,3,5,6,3,1,6,9,2,2,20,4,0
788185,1,6,6,2,2,1,7,2,2,91,1,0
773685,6,6,6,2,7,3,8,2,2,91,1,0
2878895,7,6,5,3,1,5,8,2,2,29,4,0
2258558,3,5,5,3,7,8,9,2,3,65,4,0
2642001,5,5,5,3,5,4,6,1,1,48,4,0
800299,1,5,5,2,3,1,7,1,2,94,4,0
982324,7,6,5,6,1,4,8,4,1,90,1,0
2119988,7,4,5,3,5,5,7,2,2,58,4,0
2606906,7,6,6,3,5,5,9,1,1,48,4,0
359802,3,6,7,2,7,1,7,4,5,107,4,0
276807,3,7,4,2,3,2,7,5,4,107,4,0
1762301,1,6,5,3,3,1,8,2,2,82,4,0
1913391,3,6,5,3,3,3,9,4,3,73,4,0
3578190,3,5,6,3,4,7,4,2,4,25,4,0
1635588,6,7,6,3,5,4,5,2,2,80,1,0
1669600,5,5,5,3,3,2,7,4,1,75,1,0
3492058,9,5,6,3,1,7,8,3,1,23,4,0
2888225,4,5,5,3,5,5,8,2,1,29,4,0
2898862,5,5,7,3,5,3,7,3,1,28,4,0
1494053,7,6,6,2,6,3,7,5,2,3,4,0
2274258,2,4,6,3,4,8,8,5,1,56,1,0
2395634,6,7,5,2,5,5,9,0,3,61,4,0
10480,5,6,5,2,2,1,9,2,5,107,1,0
1376032,2,5,5,2,3,3,6,4,3,2,5,0
1939,4,6,5,2,6,1,7,1,5,107,1,0
3584317,2,5,5,3,7,6,9,2,3,43,4,0
1170684,6,5,5,2,6,3,6,4,3,88,4,0
1282540,5,5,5,2,3,1,7,2,2,87,1,0
1198564,8,5,6,2,5,3,2,2,2,89,4,0
2066731,7,4,6,3,5,6,6,2,1,58,4,0
1214124,6,4,7,1,4,1,1,3,3,86,5,0
2317235,6,6,5,3,6,8,8,1,4,51,1,0
2284252,4,6,6,3,3,3,9,3,3,65,4,0
3342963,6,5,6,3,2,5,6,1,1,26,4,0
3400330,1,7,4,3,1,5,8,2,2,21,4,0
1323200,6,6,4,2,6,2,8,5,1,85,4,0
1841179,4,5,5,3,5,1,5,1,3,74,5,0
1437994,2,6,6,2,4,4,7,5,3,1,4,0
3578627,4,5,5,3,2,7,5,2,3,25,4,0
2340431,3,6,6,2,7,4,9,1,5,55,1,0
3394755,6,6,6,3,6,5,9,3,1,23,4,0
1526448,2,6,6,2,5,3,8,5,2,3,4,0
1238715,3,6,5,2,4,1,5,2,3,87,1,0
1394325,4,6,6,1,6,2,9,4,2,86,5,0
280478,4,6,5,2,3,2,7,5,4,107,4,0
2657265,7,4,6,3,7,7,9,3,4,45,5,0
1512486,5,6,7,2,3,3,8,2,1,1,1,0
3193852,8,3,7,3,6,5,8,3,1,22,4,0
3428229,1,6,6,3,1,7,4,3,1,23,4,0
1362252,3,6,6,1,5,2,8,2,2,86,5,0
1152780,6,7,5,1,5,3,8,2,2,86,4,0
1682449,2,5,6,3,8,2,7,4,1,108,1,0
2787635,6,6,6,3,6,4,7,5,2,30,4,0
2083386,7,5,5,3,4,6,5,1,2,72,4,0
2668407,7,4,6,3,6,7,9,4,3,45,5,0
3476729,3,6,6,3,7,7,8,2,1,23,4,0
3324679,4,6,6,3,1,6,8,2,1,0,0,0
1760269,2,6,6,3,2,3,7,4,2,76,5,0
622228,4,6,4,2,2,2,9,1,2,94,4,0
1778784,1,5,6,3,7,1,8,1,2,8,1,0
1796572,6,6,6,3,7,1,7,3,2,75,1,0
1132229,7,7,5,2,5,4,2,2,2,88,4,0
389387,3,6,6,2,1,1,9,5,5,97,4,0
2133282,8,6,4,3,5,4,7,3,1,58,4,0
2990403,2,6,5,3,6,5,7,2,2,42,4,0
1863039,4,5,6,3,5,2,5,3,4,75,4,0
1026440,3,6,4,4,6,4,8,1,1,90,1,0
2184703,7,7,5,3,2,3,9,1,4,57,4,0
431569,3,6,5,2,3,2,8,5,4,105,4,0
2866767,7,7,6,3,3,5,9,2,2,28,4,0
2472693,9,5,6,3,2,8,9,2,3,50,4,0
2932208,5,5,6,3,4,3,7,2,1,23,4,0
3443447,4,5,6,3,3,5,9,2,1,23,4,0
1473279,3,4,5,2,7,4,8,2,1,1,4,0
2307585,4,7,5,3,3,4,9,2,3,55,4,0
2152172,6,5,7,3,4,3,8,2,3,66,4,0
3474326,4,6,5,3,2,8,8,5,2,20,4,0
745456,3,5,6,1,2,3,5,3,2,99,4,0
28191,4,5,4,1,1,1,7,4,5,107,1,0
147756,1,6,6,1,2,2,8,3,5,107,4,0
1393841,3,6,6,2,4,3,3,4,2,85,1,0
507432,2,6,6,2,4,2,6,1,4,97,4,0
3247442,1,7,6,3,3,7,9,4,2,23,4,0
1831510,5,7,5,3,2,2,5,2,3,76,5,0
2239144,3,6,6,3,3,5,9,4,2,68,1,0
1544559,6,6,6,2,3,3,5,3,1,81,4,0
1975475,6,5,4,3,2,6,6,3,3,73,4,0
2128882,6,7,4,3,6,5,9,2,2,58,4,0
2192017,3,6,6,3,6,2,7,4,2,66,1,0
739410,3,5,4,2,1,1,5,3,2,96,4,0
2875120,2,6,6,3,2,3,8,1,1,34,1,0
1634120,5,6,7,2,7,3,8,4,1,109,1,0
1172769,5,4,4,2,3,1,8,4,2,86,4,0
579653,3,6,6,2,6,3,5,4,2,96,4,0
786748,6,7,5,4,2,1,6,2,2,98,4,0
3492132,3,5,6,3,6,7,8,5,2,44,4,0
840883,2,5,5,1,2,1,8,1,1,98,4,0
2597204,2,7,4,3,7,5,6,1,1,48,4,0
3117171,3,6,5,3,6,4,7,1,1,37,4,0
327619,5,6,5,2,5,1,7,3,5,107,4,0
3316147,2,6,5,3,1,6,4,5,3,118,3,0
1822898,3,5,4,3,6,4,6,2,3,76,5,0
2343601,5,6,4,2,1,8,9,1,4,57,4,0
1977505,7,4,6,3,7,6,8,2,4,72,4,0
892544,5,5,5,4,3,3,9,2,1,91,1,0
1156867,4,3,7,2,6,1,7,3,3,86,4,0
1067611,1,7,3,6,5,1,7,4,1,90,1,0
1546126,2,6,5,2,8,3,6,1,1,4,4,0
148800,3,6,6,1,7,2,5,1,5,107,4,0
1770429,2,5,6,3,1,1,6,3,2,83,5,0
250097,4,7,5,2,4,2,8,1,5,107,4,0
2859292,5,7,6,3,3,4,9,4,1,29,4,0
3083239,5,5,5,3,5,4,8,2,1,42,4,0
2239233,1,7,5,3,7,4,7,1,4,67,4,0
2757231,7,7,5,3,2,4,7,1,1,33,4,0
2074868,6,5,6,3,3,5,6,1,2,71,4,0
3252485,3,5,6,3,7,7,9,1,1,118,3,0
857542,2,4,6,1,3,1,7,1,2,91,1,0
639985,1,6,6,2,2,1,8,3,1,96,4,0
934360,5,6,5,4,2,3,8,3,1,93,4,0
2286469,3,6,7,3,6,3,9,4,1,57,4,0
383569,5,7,4,2,1,1,9,4,4,107,4,0
3014335,2,5,6,3,5,5,5,1,1,13,3,0
1116248,3,5,6,2,3,3,1,4,2,114,4,0
1447041,6,6,6,2,4,4,9,2,2,1,3,0
968186,4,6,5,5,2,3,9,3,1,92,5,0
1075305,4,6,5,2,3,1,7,3,2,90,1,0
1929303,5,4,7,3,6,2,8,4,3,74,5,0
787574,2,5,5,2,3,1,4,2,2,94,4,0
3472384,4,6,6,3,2,7,7,1,3,20,4,0
1024351,5,6,5,5,5,1,7,5,1,90,1,0
2292070,6,6,3,3,3,5,7,1,4,56,1,0
1965620,8,6,3,3,4,6,6,3,4,72,4,0
561144,4,6,7,2,2,2,8,1,2,94,4,0
3474004,2,5,6,3,6,8,8,1,2,21,4,0
1266073,4,7,6,1,8,1,9,4,3,86,4,0
2401875,1,6,6,2,6,8,6,0,4,0,0,0
2185461,6,7,5,3,6,3,9,2,4,57,4,0
76328,6,5,5,1,5,1,7,4,5,107,1,0
21704,4,6,6,1,2,1,8,5,5,107,1,0
2334868,6,5,6,2,5,8,8,1,4,65,4,0
2253979,3,7,4,3,3,7,9,5,1,58,4,0
1502586,3,5,6,2,5,3,7,5,2,5,4,0
519158,2,5,6,2,6,2,7,3,3,97,4,0
3382783,6,6,6,3,5,6,8,1,3,23,4,0
1718812,5,6,5,3,6,1,6,3,1,6,5,0
1444131,4,5,6,2,4,1,5,3,1,1,3,0
794910,6,6,4,1,2,1,8,1,2,98,4,0
1348880,5,5,4,2,2,2,7,5,2,87,1,0
23404,4,5,6,1,1,1,7,5,5,107,1,0
2335417,3,6,5,2,3,8,9,2,4,55,1,0
3441008,6,6,6,3,5,5,9,3,1,23,4,0
660893,1,5,6,4,3,1,7,3,2,96,4,0
1588029,6,6,6,2,1,3,8,4,1,80,1,0
3487422,5,6,6,3,6,7,8,1,1,23,4,0
1887268,5,5,6,3,4,2,8,2,3,73,4,0
2253684,1,7,4,3,4,3,8,3,3,57,4,0
424194,2,7,4,2,4,2,7,5,4,105,4,0
1717817,1,5,6,3,3,1,6,2,2,77,5,0
2917624,5,6,6,3,1,3,5,2,1,19,4,0
2543293,4,6,5,3,5,5,9,3,2,50,4,0
3223632,2,7,6,3,4,7,6,3,3,22,4,0
1747055,6,6,5,3,5,2,6,1,4,78,1,0
153194,3,5,6,1,3,3,6,5,5,107,4,0
2295674,8,6,6,3,6,6,9,2,3,68,1,0
1529699,5,6,5,2,6,3,9,2,1,81,4,0
1557941,5,4,5,2,3,4,9,2,1,81,4,0
1078373,4,6,5,1,2,3,7,1,1,113,4,0
2624401,4,6,5,3,1,4,8,1,1,48,4,0
1964341,6,4,7,3,6,6,9,4,4,72,4,0
2506465,6,7,4,3,2,3,9,4,4,50,4,0
2925300,7,7,6,3,1,5,5,2,3,34,1,0
3105651,2,5,6,3,2,6,9,1,2,19,4,0
3332188,1,6,5,3,3,6,8,2,2,20,4,0
1905157,4,6,6,3,2,4,9,3,3,74,5,0
2154227,9,4,7,3,8,3,8,3,1,58,4,0
1152325,7,6,4,2,6,3,5,3,2,88,4,0
299933,4,5,7,2,4,2,6,4,5,107,4,0
528893,3,4,7,2,4,3,9,1,4,96,4,0
2369777,6,5,6,2,4,8,9,1,5,52,5,0
1089106,3,5,5,6,6,1,5,4,1,90,1,0
1980882,7,5,6,3,3,6,7,1,1,71,4,0
2697869,5,6,6,3,3,5,7,2,1,32,4,0
2152707,6,8,4,3,1,4,8,3,1,58,4,0
2383727,7,5,5,2,3,7,9,1,4,0,0,0
2471331,6,6,5,3,3,7,9,3,3,50,4,0
304886,7,5,3,2,4,1,8,5,4,107,4,0
3066719,3,6,5,3,4,6,9,1,2,35,4,0
1306418,6,6,5,2,2,1,7,5,1,85,4,0
1346520,7,6,5,2,6,1,9,5,2,85,4,0
793286,5,5,7,2,1,1,8,2,3,95,4,0
1527800,5,4,7,2,5,4,9,5,2,5,4,0
23749,7,7,6,1,4,1,5,4,5,107,1,0
742191,6,6,6,2,7,1,8,4,3,94,4,0
1334556,5,6,4,1,2,2,8,2,3,86,5,0
3567501,4,6,6,3,3,6,8,2,3,43,4,0
3201153,4,8,7,3,4,5,4,1,1,22,4,0
1917526,3,5,6,3,4,5,9,3,3,73,4,0
1692281,3,6,5,3,7,2,4,1,3,75,1,0
2525858,2,5,7,3,8,3,8,4,3,10,5,0
3200517,8,3,6,3,3,4,7,1,1,22,4,0
2960493,6,6,4,3,2,4,8,1,2,23,4,0
2120576,7,4,7,3,5,5,9,3,1,58,4,0
597012,3,7,5,2,4,1,6,3,2,96,4,0
532923,7,5,6,2,2,3,6,3,3,96,4,0
1878720,2,5,6,3,4,3,7,5,3,74,5,0
3610210,3,6,6,3,4,7,8,1,3,25,4,0
3123389,6,5,5,3,1,4,9,1,1,14,4,0
1367318,3,6,5,2,2,2,8,3,3,86,5,0
1745668,2,6,6,3,5,1,8,2,2,8,1,0
2230241,7,6,5,3,5,5,9,5,1,58,4,0
1757152,5,6,6,3,1,3,9,3,2,111,4,0
310802,3,6,4,2,2,2,4,3,5,107,4,0
1655380,5,6,7,2,4,2,8,4,1,7,1,0
3158435,6,5,6,3,6,5,7,1,1,17,1,0
2378044,1,5,6,2,6,5,9,0,4,62,4,0
3025115,2,6,5,3,3,5,9,2,3,42,4,0
2114198,3,4,6,3,5,4,8,1,2,58,4,0
582190,4,4,6,2,3,2,6,4,2,96,4,0
2840706,5,6,6,3,5,4,8,3,1,34,1,0
1877390,4,6,4,3,4,3,6,3,4,74,5,0
1578983,5,7,5,2,1,4,2,5,1,4,4,0
845759,3,6,5,2,4,1,8,1,3,95,4,0
598991,5,4,7,2,3,1,9,4,1,96,4,0
1940746,7,5,5,3,5,6,7,3,3,73,4,0
2926248,4,6,6,3,4,3,5,2,1,23,4,0
1588378,6,6,5,2,7,3,7,5,1,4,4,0
1256928,1,6,6,2,4,1,7,3,2,87,1,0
3258636,1,1,7,3,4,6,4,3,3,23,4,0
3589586,4,5,6,3,2,6,9,1,2,43,4,0
2538578,4,5,5,3,1,6,9,3,2,10,5,0
1730189,4,7,4,3,5,3,7,2,1,8,1,0
3132765,7,6,5,3,2,4,9,1,2,13,3,0
2837751,8,5,6,3,6,5,8,4,2,19,4,0
2353281,2,5,5,2,4,7,9,2,3,63,1,0
3039883,5,5,6,3,5,6,9,1,2,13,3,0
3573070,1,6,5,3,2,8,7,2,3,43,4,0
1060962,5,5,5,1,2,1,8,2,2,114,4,0
3430958,3,5,6,3,2,5,9,2,3,20,4,0
1700583,2,5,6,3,7,2,5,3,1,108,1,0
1882988,3,5,7,3,1,4,7,1,3,73,1,0
3575123,5,6,5,3,2,7,5,1,4,43,4,0
1252653,6,6,5,2,6,1,7,1,3,87,1,0
391710,7,6,6,2,4,2,8,3,4,107,4,0
1630692,8,5,5,2,5,4,8,5,1,77,5,0
1262055,5,6,6,2,4,1,8,3,2,87,1,0
2920494,2,5,5,3,6,3,7,1,1,19,4,0
1434318,4,5,6,2,3,2,8,5,3,1,4,0
3095999,2,6,5,3,1,6,7,3,1,117,0,0
2610910,3,5,6,3,2,4,5,1,2,48,4,0
2986233,2,7,3,3,3,5,9,1,1,13,3,0
824756,5,6,5,2,5,1,6,1,3,91,1,0
2139301,8,6,5,3,5,4,9,2,2,58,4,0
3525309,2,5,6,3,2,8,6,2,2,24,3,0
959699,8,6,6,5,1,3,8,4,1,91,4,0
2125593,6,8,2,3,5,5,8,5,2,58,4,0
1092046,5,5,5,2,3,2,9,3,2,90,1,0
1723290,5,6,5,3,4,2,5,2,1,8,1,0
1636726,7,5,6,2,2,2,8,5,1,77,5,0
2511974,5,6,6,3,2,5,8,4,3,10,5,0
2521630,1,5,5,3,1,3,8,4,3,10,5,0
1597203,6,6,7,2,4,3,8,5,1,84,5,0
1039241,4,7,5,6,5,1,7,3,1,113,4,0
1649877,3,4,6,2,4,2,5,3,1,7,1,0
2029651,2,6,4,3,3,6,8,2,3,71,4,0
2632947,2,5,6,3,2,5,9,1,1,48,4,0
3561257,4,4,6,3,8,7,9,2,2,43,4,0
329586,5,6,5,2,3,1,8,5,5,107,4,0
2579823,4,6,6,3,3,4,6,2,4,50,4,0
2421714,3,6,6,3,6,6,9,1,3,10,5,0
52556,3,4,6,1,7,3,6,2,5,107,1,0
1375739,3,5,6,2,2,4,8,5,2,85,4,0
1606066,7,6,5,2,4,3,7,4,1,5,5,0
657215,2,6,6,2,6,3,8,1,2,94,4,0
3220889,9,3,6,3,5,6,8,4,2,22,4,0
2836148,4,5,6,3,5,3,9,1,1,29,4,0
1799198,1,5,5,3,7,1,8,1,3,76,5,0
3582295,2,6,5,3,4,8,9,1,1,43,4,0
3285782,3,6,5,3,6,6,6,4,3,118,3,0
937543,3,7,5,4,4,3,6,3,1,91,1,0
2611054,8,6,6,3,6,5,8,2,4,45,5,0
1511063,3,6,7,2,4,4,5,2,1,5,4,0
514568,3,6,5,2,5,1,5,1,4,96,4,0
3114184,3,6,5,3,4,4,6,1,2,41,4,0
1141312,5,4,6,4,5,2,4,2,1,88,4,0
922708,7,5,6,6,5,2,8,3,1,91,1,0
3025196,6,6,6,3,7,5,5,2,2,42,4,0
669489,3,6,6,4,3,1,4,1,2,94,4,0
2904055,5,7,3,3,3,3,8,2,1,28,4,0
2440449,7,5,6,3,4,8,6,1,4,10,5,0
214577,2,7,5,2,5,2,7,4,5,107,4,0
2752421,4,6,4,3,5,6,9,4,1,47,1,0
678386,1,6,5,2,5,1,9,5,2,96,4,0
1242398,1,6,6,2,5,1,6,1,3,87,1,0
749571,1,4,6,4,3,1,7,2,2,99,4,0
2500076,2,4,6,3,5,3,9,4,3,10,5,0
2238595,5,6,6,3,4,4,6,2,4,64,4,0
1576507,7,7,4,2,4,4,6,4,1,80,1,0
2684279,2,5,6,3,6,4,9,2,1,47,1,0
2870187,5,4,5,3,4,5,9,1,1,34,1,0
3333955,2,5,6,3,3,6,5,3,2,118,3,0
2130929,5,6,6,3,3,4,8,3,1,58,4,0
3232381,2,5,6,3,2,6,8,2,3,118,3,0
2946655,5,6,5,3,3,3,5,2,1,19,4,0
2343134,7,6,5,3,7,6,9,2,3,51,1,0
1171170,5,6,6,6,4,2,7,1,2,86,4,0
536415,3,6,6,2,5,2,8,1,3,96,4,0
1356836,7,4,5,2,4,2,5,5,2,85,5,0
2960684,5,6,5,3,1,3,9,1,1,19,4,0
1966650,7,7,6,3,4,6,8,3,2,71,4,0
1960428,7,7,4,3,5,6,8,3,2,73,4,0
738229,2,4,6,2,7,2,7,3,2,94,4,0
2207567,7,6,5,3,3,2,9,4,1,69,4,0
2045715,8,6,4,3,8,5,3,2,3,71,4,0
684319,2,7,5,2,8,2,7,3,1,0,0,0
939423,4,6,5,4,4,4,8,2,1,91,1,0
2200519,6,4,6,3,8,3,8,3,3,57,4,0
1844743,5,5,6,3,2,2,6,2,3,110,4,0
448926,2,6,5,2,1,2,9,5,4,105,4,0
1034953,6,4,7,1,3,4,6,2,1,114,4,0
1465663,4,5,6,2,3,2,9,5,3,85,1,0
5763,2,6,6,1,6,1,8,5,5,107,1,0
3155547,4,6,6,3,6,4,9,1,1,13,3,0
3304654,5,7,5,3,6,7,6,2,1,20,4,0
31008,4,5,5,1,5,1,7,5,5,107,1,0
2379372,1,5,7,3,4,6,9,1,3,61,4,0
3400948,1,7,4,3,5,5,9,2,1,26,4,0
308568,3,6,6,2,5,1,8,5,5,97,4,0
666677,5,6,4,4,3,2,3,2,2,94,4,0
3284776,1,5,6,3,4,6,8,2,2,23,4,0
2220681,5,6,5,3,3,7,5,5,2,58,4,0
2871075,3,6,5,3,5,2,5,1,3,29,4,0
700585,2,6,6,2,5,1,5,3,1,100,1,0
1695482,6,4,5,3,3,3,8,3,1,77,5,0
2631292,4,6,6,3,3,5,9,3,3,45,5,0
2305014,5,6,6,3,7,7,9,3,3,55,4,0
1031528,3,6,6,2,4,1,8,1,1,90,1,0
750285,1,6,6,1,3,1,8,1,1,94,4,0
1085465,4,5,5,6,4,3,7,2,2,113,5,0
3568058,1,6,6,3,5,6,5,1,2,43,4,0
626865,2,5,6,2,1,1,2,1,2,0,0,0
1908459,2,5,6,3,1,3,7,4,4,73,4,0
2325353,6,6,5,3,6,8,9,4,1,65,4,0
2148405,4,6,6,3,2,2,8,2,2,69,4,0
1647469,4,5,6,2,3,2,7,5,1,83,5,0
3065057,5,5,6,3,4,4,7,1,1,19,4,0
2390236,2,6,6,2,5,7,7,0,5,0,0,0
2150343,4,6,4,3,4,4,9,4,1,58,4,0
1405977,3,5,7,1,4,2,7,4,2,1,4,0
293666,3,6,6,2,5,1,7,1,5,107,1,0
1500003,7,6,6,2,3,4,8,5,2,81,4,0
530204,3,5,6,2,5,3,5,1,3,97,4,0
2628280,7,6,5,3,4,6,8,1,1,48,4,0
1015639,3,7,4,1,3,3,7,1,1,114,4,0
807578,6,5,6,4,5,1,7,2,1,98,4,0
3400295,2,6,5,3,5,5,8,3,2,21,4,0
